WindowGainTransformed,HDDAirToHeatTransformed,HeatLossThroughDoorsWindowsWallsRoofFloorTransformed,WindowGainNTransformed,WindowGainSTransformed,WindowGainETransformed,WindowGainWTransformed,LightingWattHoursTransformed,OccupancyHoursTransformed,PlugLoadWattHoursTransformed,RefrigeratorWattHoursTransformed,DishwasherWattHoursTransformed,ClotheswasherWattHoursTransformed,DryerWattHoursTransformed,StoveWattsHoursTransformed,Location_HDD,Location_Humidity,Location_Solar,RoofInsulationRTransformed,FloorInsulationRTransformed,ExposedAreaNTransformed,ExposedAreaSTransformed,ExposedAreaETransformed,ExposedAreaWTransformed,WallInsulationRTransformed,WindowAreaNTransformed,WindowAreaSTransformed,WindowAreaETransformed,WindowAreaWTransformed,DoorAreaNTransformed,DoorAreaSTransformed,DoorAreaETransformed,DoorAreaWTransformed,ExteriorDoorInsulationRTransformed,GlazingUTransformed,GlazingSHGCNorthTransformed,GlazingSHGCSouthTransformed,GlazingSHGCEastTransformed,GlaszingSHGCWestTransformed,VolumeTransformed,NorthWallSunExposureTransformed,SouthWallSunExposureTransformed,EastWallSunExposureTransformed,WestWallSunExposureTransformed,LightingHours,OccupancyHours,PlugLoadHours,DishwasherHours,ClotheswasherHours,StoveHours,DHWhours,NumberOfPeople,Gas,Name,CeilingBoundaryCondition,ClothesWasherWatts,DHWEff,DHWPeakFlow,DHWtype,DimX,DimZ,DishwasherWatts,DryerWatts,EastWallSunExposure,ExhaustFanEfficiency,ExhaustFanFlowRate,ExteriorDoorInsulationR,FloorBoundaryCondition,FloorInsulationR,FractionExE,FractionExN,FractionExS,FractionExW,FractionOpE,FractionOpN,FractionOpS,FractionOpW,FractionWinE,FractionWinN,FractionWinS,FractionWinW,GasStoveWatts,GlazingSHGCEast,GlazingSHGCNorth,GlazingSHGCSouth,GlazingSHGCWest,GlazingU,HeatingCOP,HeatingEff,HVACFanEfficiency,HVACtype,InfiltrationACH,InfiltrationCalcMethod,InfiltrationPerFloorArea,LightingWatts,NorthAxis,NorthWallSunExposure,OAflowperM2,PlugWattsPerM2,RefrigeratorWatts,RoofInsulationR,RoofMembraneSolarAbs,SouthWallSunExposure,SpaceType,StoveType,StoveWatts,VerticalOrigin,WallInsideLayer,WallInsulationR,WestWallSunExposure,Scored Labels,DeltaPercent
12656.736,28462.5,42206.725,0,12656.736,0,0,735475,51688,130487.5,2803200,292000,62700,836000,410400,1265,64,4883,1000,1000,13.5,13.5,15,10.5,10,4.05,3.24,2.25,7.35,2.7,4.86,2.25,0,0.5,0.5,0.6,0.8,0.1,0.3,75,0,1,0,0,2263,6461,803,730,209,365,256.5,8,7.682591,USA_TX_Dallas-Fort.Worth.Intl.AP.722590_TMY3,Adiabatic,300,0.85,6.10E-05,Gas,5,3,400,4000,NoSun,0,0,0.5,Adiabatic,0.1,1,0.9,0.9,0.7,0.3,0.5,0.6,0.7,0.5,0.6,0.4,1,3600,0.1,0.6,0.8,0.3,0.5,0,0.95,0.95,accool-gasheat,0.3,AirChanges/Hour,0,13,75,NoSun,0.0004,6.5,320,1,0.5,SunExposed,MF_4bedroom_affordable,stoveelectric,1600,26,8IN Concrete HW,10,NoSun,7.625090122,0.748456839
16780.68,589500,168302.25,0,16780.68,0,0,319500,17412,361350,2803200,146000,125400,418000,273980,1310,41,6659,8,1000,90,45,54,9,5,14.4,3.6,18.9,0.45,3.6,5.4,18.9,0.45,1.4,1.5,0.1,0.7,0.5,0.1,900,0,1,0,0,1278,5804,803,730,209,365,195.7,3,38.617357,USA_TX_El.Paso.Intl.AP.722700_TMY3,Outdoors,600,0.7,8.10E-05,Gas,10,9,200,2000,NoSun,0,0,1.4,Adiabatic,1.5,0.6,1,0.5,0.1,0.7,0.2,0.2,0.1,0.5,0.8,0.4,0.5,3400,0.5,0.1,0.7,0.1,1.5,0,1,0.4,accool-gasheat,0.5,AirChanges/Hour,0,2.5,60,NoSun,0.0002,4.5,320,8,0.3,SunExposed,MF_2bedroom,stoveelectric,1400,26,8IN Concrete HW,5,NoSun,35.56545639,7.902924609
179.793,41920,849045.9333,0,0,0,179.793,724160,25844,334048,2803200,146000,62700,418000,0.24975,1310,41,6659,0.5,6,4,20,10,2,0.1,2.4,0.8,0.8,0.18,1.6,7.2,3.2,0.02,0.1,7,0.7,0.6,0.2,0.15,160,0,0,0,1,2263,6461,803,730,209,365,195.7,4,21.371142,USA_TX_El.Paso.Intl.AP.722700_TMY3,Outdoors,300,0.75,0.000111,Electricity,8,2.5,200,2000,NoSun,0,0,0.1,Outdoors,6,0.5,0.2,1,0.1,0.4,1,0.4,0.1,0.2,0.6,0.1,0.9,3000,0.2,0.7,0.6,0.15,7,0,0.95,0.8,accool-gasheat,0.2,AirChanges/Hour,0,5,75,NoSun,0.001,6.5,320,0.5,0.8,NoSun,MF_2bedroom_affordable,stovegas,1800,52,G01a 19mm gypsum board,0.1,SunExposed,21.74197006,1.735181313
2698.6176,123084.36,80987.724,0,0,0,2698.6176,186332.4,11608,105369.66,700800,83400,93600,780000,0.369,804,67.3,4462,6,2,13.23,1.89,17.01,3.78,1.5,6.615,0.6615,1.5309,0.756,6.615,0.6615,0.1701,1.134,0.9,5,0.5,0.5,0.2,0.8,102.06,0,0,0,1,1278,5804,803,417,156,256,134.9,2,15.777085,USA_TX_San.Antonio.Intl.AP.722530_TMY3,Outdoors,600,0.75,0.000123,Electricity,5.4,3.5,200,5000,NoSun,0,0,0.9,Outdoors,2,0.9,0.7,0.1,0.2,0.1,1,0.7,0.5,0.9,0.5,0.5,0.4,4000,0.2,0.5,0.5,0.8,5,0,0.7,0.6,accool-gasheat,1.5,AirChanges/Hour,0,5,75,NoSun,0.0004,4.5,80,6,0.1,NoSun,MF_1bedroom,stovegas,1600,0,12IN Concrete HW,1.5,SunExposed,14.47873116,8.229364579
37970.208,27324,128822.54,0,0,0,37970.208,138942,16753.5,254495.52,350400,219000,41800,522500,0.2272,1265,64,4883,1000,9,18,0,0,18,6,5.4,0,0,9.72,0,0,0,1.08,1,6,0.2,0,0,0.8,216,0,0,1,1,2573,7446,1314,730,209,365,156.6,2.25,13.351059,USA_TX_Dallas-Fort.Worth.Intl.AP.722590_TMY3,Adiabatic,200,1,7.10E-05,Gas,6,6,300,2500,SunExposed,0,0,1,Outdoors,9,0,0.5,0,0.5,0.4,0.3,0.3,0.6,0.3,1,0.5,0.9,3200,0.4,0.2,0.15,0.8,6,0,1,0.95,accool-gasheat,0.1,AirChanges/Hour,0,1.5,30,NoSun,0.001,5.38,40,0.1,0.2,NoSun,MF_2bedroom_senior,stovegas,2000,26,12IN Concrete HW,6,SunExposed,13.93638229,4.384096375
45113.376,148764,67707.62188,0,11941.776,0,33171.6,3256344,23216,846747.44,350400,292000,104500,836000,461700,506,76.7,3949,10,1000,0,56,0,70,8,0,20.16,0,28,0,2.24,0,42,1.7,1.5,0,0.15,0,0.3,980,0,1,0,1,1278,5804,803,730,209,365,256.5,4,2.818419384,USA_TX_Corpus.Christi.Intl.AP.722510_TMY3,Outdoors,500,0.85,7.10E-05,Electricity,14,5,400,4000,NoSun,0,0,1.7,Adiabatic,1.5,0,0,0.8,1,0.3,1,0.4,1,0.7,0.1,0.9,0.4,3600,0.7,0.3,0.15,0.3,1.5,4.2,1,0.3,accool-gasheat,0.3,AirChanges/Hour,0,13,30,NoSun,0.0001,5.38,40,10,0.4,SunExposed,MF_3bedroom,stoveelectric,1800,10,12IN Concrete HW,8,SunExposed,4.401407242,56.16580225
2635.9725,229453.75,56150.3255,0,0,0,2635.9725,897845.25,16152.5,477885.375,700800,41700,62400,390000,0.09184,694,70.9,4366,1000,1000,0,14.375,11.5,8.625,0.5,0,2.5875,10.35,6.0375,0,1.725,0,2.5875,2,0.5,0,0.2,0.2,0.1,330.625,0,0,0,1,2263,6461,803,417,156,256,165.3,2.5,21.548364,USA_TX_Austin-Mueller.Muni.AP.722540_TMY3,Adiabatic,400,0.7,4.10E-05,Gas,11.5,2.5,100,2500,NoSun,0,0,2,Adiabatic,9,0.4,0,0.5,0.3,0.9,0.9,0.3,1,1,0.6,0.6,0.7,3200,0.2,0.8,0.2,0.1,0.5,0,0.9,0.8,accool-gasheat,1,AirChanges/Hour,0,3,60,NoSun,0.0008,4.5,80,10,0.9,NoSun,MF_1bedroom_affordable,stovegas,1400,0,8IN Concrete HW,0.5,SunExposed,21.89230347,1.596127979
110469.5739,3196655,437424.9825,0,0,5260.4559,105209.118,922716,11608,1884239.5,2102400,41700,31200,312000,188860,1265,64,4883,1000,1000,26.6,19.95,6.65,66.5,9,7.182,7.182,1.7955,35.91,16.758,10.773,4.1895,3.99,0.5,5,0.2,0.1,0.6,0.6,1263.5,0,0,1,1,1278,5804,803,417,156,256,134.9,2,193.959074,USA_TX_Dallas-Fort.Worth.Intl.AP.722590_TMY3,Adiabatic,200,0.75,8.10E-05,Gas,19,3.5,100,2000,SunExposed,0,0,0.5,Adiabatic,0.5,0.1,0.4,0.3,1,0.9,0.9,0.9,0.6,0.3,0.3,0.4,0.9,3800,0.6,0.2,0.1,0.6,5,0,0.9,0.6,accool-gasheat,2,AirChanges/Hour,0,2,0,NoSun,0.0004,6.5,240,4,0.6,NoSun,MF_1bedroom,stoveelectric,1400,10,12IN Concrete HW,9,SunExposed,200.2173157,3.226578445
171630.6138,1505666.25,1067481.003,1819.4058,121293.72,48517.488,0,1859170.5,17412,690278.875,2102400,292000,125400,418000,0.3838,1265,64,4883,1000,1000,62.1,82.8,41.4,10.35,1.5,1.242,41.4,12.42,4.14,11.178,0,12.42,6.21,0.1,7,0.3,0.6,0.8,0.6,1190.25,1,1,1,0,1278,5804,803,730,209,365,195.7,3,89.691202,USA_TX_Dallas-Fort.Worth.Intl.AP.722590_TMY3,Adiabatic,600,0.95,0.000101,Electricity,11.5,9,400,2000,SunExposed,0,0,0.1,Adiabatic,0.5,0.4,0.6,0.8,0.1,0.6,0.2,0.5,1,0.5,0.1,1,0.4,4000,0.8,0.3,0.6,0.6,7,0,0.8,0.95,accool-gasheat,1,AirChanges/Hour,0,11,45,SunExposed,0.0002,6.5,240,5,0.9,SunExposed,MF_2bedroom,stovegas,1200,10,8IN Concrete HW,1.5,NoSun,92.81407166,3.481801543
0,160300.8,69151.478,0,0,0,0,814680,38766,520344,1401600,219000,41800,940500,0.20655,506,76.7,3949,8,9,19.8,52.8,39.6,0,8,7.92,0,8.316,0,7.92,52.8,3.564,0,1,1.5,0.1,0,0.6,0,792,0,1,0,0,2263,6461,803,730,209,365,256.5,6,21.33045,USA_TX_Corpus.Christi.Intl.AP.722510_TMY3,Outdoors,200,0.85,8.10E-05,Gas,12,5.5,300,4500,NoSun,0,0,1,Ground,9,0.6,0.3,0.8,0,0.3,0.8,1,0.6,0.7,0.5,0,0.1,3000,0.6,0.1,0.5,0.8,1.5,0,0.9,0.5,accool-gasheat,0.4,AirChanges/Hour,0,2.5,75,NoSun,0.0004,4.5,160,8,0.4,SunExposed,MF_3bedroom_affordable,stovegas,1800,10,G01a 19mm gypsum board,8,NoSun,20.33950806,4.645668251
21410.9784,53555.04,66066.8008,1476.6192,0,19934.3592,0,60117.12,17412,135479.5904,1051200,292000,83600,522500,195700,1265,64,4883,1000,1000,7.56,22.68,22.68,0,10,1.512,0,6.804,0,0,6.804,6.804,0,1,4,0.2,0,0.6,0,141.12,1,1,1,0,1278,5804,803,730,209,365,195.7,3,9.126964,USA_TX_Dallas-Fort.Worth.Intl.AP.722590_TMY3,Adiabatic,400,0.85,0.000111,Gas,5.6,4.5,400,2500,SunExposed,0,0,1,Adiabatic,0.5,0.9,0.3,0.9,0,0.6,0.2,0.3,0.9,0.5,1,0,0.2,3400,0.6,0.2,0.3,0.1,4,0,0.9,0.8,accool-gasheat,0.3,AirChanges/Hour,0,1.5,15,SunExposed,0.0004,5.38,120,8,0,SunExposed,MF_2bedroom,stoveelectric,1000,0,8IN Concrete HW,10,NoSun,9.443044662,3.463152287
0,106386.5,126271.0278,0,0,0,0,532891.24,38766,121558.14,1051200,292000,83600,418000,0.17442,1265,64,4883,1000,1000,11.6,0,14.5,1.45,7,4.176,0,0,0,0.464,0,8.7,0,0.1,1,0.5,0,0,0,84.1,0,1,0,1,2263,6461,803,730,209,365,256.5,6,7.571957,USA_TX_Dallas-Fort.Worth.Intl.AP.722590_TMY3,Adiabatic,400,0.95,5.10E-05,Electricity,5.8,2.5,400,2000,NoSun,0,0,0.1,Adiabatic,10,1,0.8,0,0.1,0.6,0.4,0.1,0,0,0.9,1,0,3600,0.5,0.5,0.1,0.4,1,0,0.9,0.6,accool-gasheat,1,AirChanges/Hour,0,7,0,NoSun,0.0001,4.5,120,9,0.9,SunExposed,MF_3bedroom_affordable,stovegas,1600,10,G01a 19mm gypsum board,7,SunExposed,7.721927643,1.980606108
6267.393,321009.7,220933.165,0,0,6267.393,0,6185344.75,16152.5,908309.435,350400,41700,62400,780000,0.1394,694,70.9,4366,2,1000,55.825,15.95,47.85,23.925,4,0,4.3065,14.355,2.3925,27.9125,10.0485,0,21.5325,2,7,0,0.15,0.1,0.1,1156.375,1,0,1,0,2263,6461,803,417,156,256,165.3,2.5,22.365252,USA_TX_Austin-Mueller.Muni.AP.722540_TMY3,Outdoors,400,0.85,4.10E-05,Electricity,14.5,5.5,100,5000,SunExposed,0,0,2,Adiabatic,4,0.6,0.7,0.2,0.3,0.3,0.5,0.9,1,1,0,0.3,0.1,4000,0.1,0.3,0.15,0.1,7,0,0.95,0.4,accool-gasheat,0.4,AirChanges/Hour,0,13,45,SunExposed,0.0004,5.38,40,2,0.9,NoSun,MF_1bedroom_affordable,stovegas,1400,26,12IN Concrete HW,4,NoSun,22.9808979,2.752689321
19661.3568,1172232,470220.0891,2313.1008,17348.256,0,0,733212,38766,1170774,2102400,109500,41800,940500,0.2952,804,67.3,4462,3,1000,21.6,43.2,37.8,21.6,7,2.592,25.92,9.45,2.592,6.048,0,9.45,6.048,0.1,6,0.2,0.15,0.15,0.3,972,1,1,0,0,2263,6461,803,730,209,365,256.5,6,107.554873,USA_TX_San.Antonio.Intl.AP.722530_TMY3,Outdoors,200,0.75,0.000123,Electricity,18,3,150,4500,NoSun,0,0,0.1,Adiabatic,2,0.7,0.4,0.8,0.4,0.5,0.4,0.6,0.4,0.5,0.3,1,0.3,3200,0.15,0.2,0.15,0.3,6,0,0.9,0.9,accool-gasheat,1.5,AirChanges/Hour,0,1,30,SunExposed,0.0008,4.5,240,3,0.6,SunExposed,MF_3bedroom_affordable,stovegas,1200,26,G01a 19mm gypsum board,7,NoSun,108.8284073,1.184078649
846.9552,36408.96,122949.126,586.3536,0,0,260.6016,166330.5,38766,255755.5,1051200,109500,62700,940500,0.37392,774,73.1,3878,0.5,1000,2.24,6.72,4.48,4.48,1,1.008,3.024,2.1504,0.448,1.008,0.336,1.4336,4.032,0.7,5,0.15,0.15,0.5,0.15,156.8,1,0,0,1,2263,6461,803,730,209,365,256.5,6,16.27904,USA_TX_Houston-Bush.Intercontinental.AP.722430_TMY3,Outdoors,300,0.95,0.000123,Gas,7,3.2,150,4500,NoSun,0,0,0.7,Adiabatic,2,0.2,0.1,0.3,0.2,0.8,0.9,0.5,1,0.6,0.5,0.9,0.1,3200,0.5,0.15,0.15,0.15,5,0,1,0.8,accool-gasheat,0.3,AirChanges/Hour,0,1.5,60,SunExposed,0.0003,6.5,120,0.5,1,NoSun,MF_3bedroom_affordable,stovegas,1800,26,12IN Concrete HW,1,SunExposed,16.49258232,1.311762372
29016.5925,307031.25,148543.0833,0,6991.95,22024.6425,0,1060781.25,51688,675021.875,1051200,182500,62700,418000,0.16524,1310,41,6659,1000,2,26.25,7.5,26.25,3.75,10,4.2,5.25,5.5125,0,1.05,2.25,2.3625,0,0.9,1.5,0.7,0.2,0.6,0,468.75,0,1,1,1,2263,6461,803,730,209,365,256.5,8,12.956605,USA_TX_El.Paso.Intl.AP.722700_TMY3,Adiabatic,300,0.9,5.10E-05,Electricity,12.5,3,250,2000,SunExposed,0,0,0.9,Outdoors,2,0.7,0.7,0.2,0.1,0.3,0.2,1,0,0.7,0.8,0.7,0.7,3600,0.6,0.7,0.2,0.5,1.5,0,1,0.6,accool-gasheat,0.5,AirChanges/Hour,0,3,60,NoSun,0.0008,5.38,120,10,0.5,SunExposed,MF_4bedroom_affordable,stovegas,2000,10,8IN Concrete HW,10,SunExposed,14.38233757,11.0039055
6361.0272,1273536,201475.2113,0,0,0,6361.0272,3584592,16152.5,751608,2102400,104250,78000,624000,264480,804,67.3,4462,10,1000,26.4,39.6,39.6,26.4,8,0,0,24.948,14.256,0,27.72,2.772,9.504,1.7,5,0,0,0.7,0.1,792,1,1,0,1,2263,6461,803,417,156,256,165.3,2.5,79.611431,USA_TX_San.Antonio.Intl.AP.722530_TMY3,Outdoors,500,0.95,0.000121,Electricity,12,5.5,250,4000,NoSun,0,0,1.7,Adiabatic,2,0.6,0.4,0.6,0.4,0.7,0,0.7,0.9,0.9,0.8,0,0.6,3200,0.7,0.1,0.7,0.1,5,0,0.95,0.7,accool-gasheat,2,AirChanges/Hour,0,11,30,SunExposed,0.0002,6.5,240,10,0.3,SunExposed,MF_1bedroom_affordable,stoveelectric,1600,0,8IN Concrete HW,8,SunExposed,78.5734024,1.303868781
39698.2944,18109.44,70108.6848,32218.9056,4027.3632,3452.0256,0,177845.76,16753.5,162877.1328,700800,219000,62700,627000,156600,1310,41,6659,1000,1000,10.08,2.88,1.44,2.88,9,8.064,0.864,0.864,0,2.016,0,0.576,0,1,5,0.6,0.7,0.6,0,69.12,1,1,1,0,2573,7446,1314,730,209,365,156.6,2.25,0.011342195,USA_TX_El.Paso.Intl.AP.722700_TMY3,Adiabatic,300,0.85,0.000101,Electricity,4.8,3,300,3000,SunExposed,0,0,1,Adiabatic,2,0.1,0.7,0.2,0.2,1,1,0.3,0,0.6,0.8,1,0.9,3000,0.6,0.6,0.7,0.4,5,0,1,0.3,accool-gasheat,0.2,AirChanges/Hour,0,3,45,SunExposed,0.0001,5.38,80,4,0.3,SunExposed,MF_2bedroom_senior,stoveelectric,1000,0,12IN Concrete HW,9,NoSun,0,100
2798.79138,101564.28,251469.2165,0,1272.1779,0,1526.61348,825315.48,16753.5,172423.08,2452800,109500,83600,627000,0.2457,774,73.1,3878,4,0.1,0,7.29,12.15,21.87,6,0,3.2805,0,1.9683,0,3.2805,0,4.5927,0.7,1.5,0,0.1,0,0.2,131.22,0,1,1,1,2573,7446,1314,730,209,365,156.6,2.25,16.9946,USA_TX_Houston-Bush.Intercontinental.AP.722430_TMY3,Outdoors,400,0.75,9.10E-05,Gas,5.4,4.5,150,3000,SunExposed,0,0,0.7,Outdoors,0.1,0.5,0,0.3,0.9,0,0.2,0.9,0.3,0.6,0.3,0.5,0.3,3600,0.1,0.7,0.1,0.2,1.5,0,1,0.6,accool-gasheat,1,AirChanges/Hour,0,11,0,NoSun,0.0002,4.5,280,4,0.6,SunExposed,MF_2bedroom_senior,stovegas,1600,26,8IN Concrete HW,6,SunExposed,16.20165634,4.665856557
7927.95744,33778.368,21620.21769,7355.8368,0,572.12064,0,173934.8,11169,159887.52,1752000,41700,31200,546000,0.3078,694,70.9,4366,1000,1000,28.08,0,9.36,15.6,6,8.424,0,1.3104,1.872,8.424,0,5.2416,1.248,1.4,1,0.2,0,0.1,0.3,162.24,1,0,1,0,2573,7446,1314,417,156,256,126.2,1.5,4.001695,USA_TX_Austin-Mueller.Muni.AP.722540_TMY3,Adiabatic,200,1,8.10E-05,Electricity,5.2,6,100,3500,SunExposed,0,0,1.4,Adiabatic,2,0.3,0.9,0,0.5,0.7,0.6,0.1,0.2,0.2,0.5,0.7,0.6,3800,0.1,0.2,0.2,0.3,1,0,0.8,0.8,accool-gasheat,0.3,AirChanges/Hour,0,2.5,75,SunExposed,0.0006,4.5,200,10,1,NoSun,MF_1bedroom_senior,stovegas,1400,52,12IN Concrete HW,6,NoSun,3.945813656,1.396441861
13611.005,72956.75,188287.8346,0,5064.56,0,8546.445,537399,17412,1097399.875,2803200,219000,62700,627000,313120,694,70.9,4366,1000,1000,25.375,14.5,18.125,36.25,1.5,14.21,5.8,9.7875,13.05,3.5525,1.45,1.0875,19.575,0.7,4,0.5,0.2,0.7,0.15,525.625,0,1,0,1,1278,5804,803,730,209,365,195.7,3,11.15420624,USA_TX_Austin-Mueller.Muni.AP.722540_TMY3,Adiabatic,300,0.7,6.10E-05,Electricity,14.5,2.5,300,3000,NoSun,0,0,0.7,Adiabatic,9,0.5,0.7,0.4,1,0.6,0.7,0.5,0.9,0.9,0.8,0.8,0.4,3200,0.7,0.5,0.2,0.15,4,3.2,0.9,0.5,accool-gasheat,0.2,AirChanges/Hour,0,2,60,NoSun,0.0002,6.5,320,1,1,SunExposed,MF_2bedroom,stoveelectric,1600,52,12IN Concrete HW,1.5,SunExposed,11.06680202,0.783598686
65721.2416,317030.4,1488174.665,57183.4368,5559.5008,0,2978.304,1448320,16152.5,925056,1401600,41700,46800,624000,297540,774,73.1,3878,1000,1000,57.6,51.2,0,64,0.1,18.432,2.048,0,2.56,4.608,18.432,0,23.04,1.4,7,0.8,0.7,0,0.3,1024,1,1,0,1,2263,6461,803,417,156,256,165.3,2.5,31.875266,USA_TX_Houston-Bush.Intercontinental.AP.722430_TMY3,Adiabatic,300,0.95,5.10E-05,Electricity,16,4,100,4000,NoSun,0,0,1.4,Adiabatic,1,0,0.9,0.8,1,0.3,0.4,0.4,0.4,0.7,0.8,0.1,0.1,4000,0.2,0.8,0.7,0.3,7,0,0.9,0.3,accool-gasheat,0.4,AirChanges/Hour,0,2.5,45,SunExposed,0.0003,4.5,160,1,0.2,SunExposed,MF_1bedroom_affordable,stoveelectric,1800,52,8IN Concrete HW,0.1,SunExposed,31.84455299,0.096353725
30612.648,877404,233785.156,16111.92,0,0,14500.728,6692373,16753.5,1708857,2102400,219000,62700,522500,0.3838,506,76.7,3949,1000,1000,40.8,47.6,13.6,34,5,8.16,0,3.264,18.36,8.16,4.76,7.616,2.04,0.1,7,0.5,0,0.1,0.2,1156,1,1,0,1,2573,7446,1314,730,209,365,156.6,2.25,65.978148,USA_TX_Corpus.Christi.Intl.AP.722510_TMY3,Adiabatic,300,1,0.000101,Gas,17,4,300,2500,NoSun,0,0,0.1,Adiabatic,1,0.2,0.6,0.7,0.5,0.8,0.4,0.1,0.6,0.3,0.5,0,0.9,3800,0.1,0.5,0.1,0.2,7,0,0.95,0.6,accool-gasheat,1.5,AirChanges/Hour,0,9,75,SunExposed,0.0008,4.5,240,3,0.5,SunExposed,MF_2bedroom_senior,stovegas,1800,0,12IN Concrete HW,5,SunExposed,68.03666687,3.120000989
6856.1064,292234.8,218854.4222,6856.1064,0,0,0,428340.64,51688,97709.04,1051200,255500,41800,1045000,359100,1310,41,6659,4,9,25.74,0,11.44,20.02,10,5.148,0,0.572,0,7.722,0,5.148,0,0.1,4,0.2,0,0.4,0,148.72,1,1,0,1,2263,6461,803,730,209,365,256.5,8,26.299319,USA_TX_El.Paso.Intl.AP.722700_TMY3,Outdoors,200,0.7,0.000111,Gas,5.2,5.5,350,5000,NoSun,0,0,0.1,Outdoors,9,0.4,0.9,0,0.7,0.5,0.5,0.8,0,0.1,0.4,0.9,0.8,3200,0.4,0.2,0.1,0.8,4,0,0.8,0.8,accool-gasheat,1.5,AirChanges/Hour,0,7,45,SunExposed,0.0006,4.5,120,4,0,SunExposed,MF_4bedroom_affordable,stoveelectric,1400,10,G01a 19mm gypsum board,10,SunExposed,27.52505684,4.660720831
14782.4028,137793.7,160915.351,0,0,0,14782.4028,2246593.25,25844,326118.375,350400,109500,125400,522500,273980,694,70.9,4366,8,1000,41.8,20.9,0,47.025,1.5,2.508,0,0,22.572,1.672,14.63,0,5.643,1,5,0.3,0,0,0.15,496.375,0,1,0,1,2263,6461,803,730,209,365,195.7,4,13.9896887,USA_TX_Austin-Mueller.Muni.AP.722540_TMY3,Outdoors,600,0.9,0.000123,Electricity,9.5,5.5,150,2500,NoSun,0,0,1,Adiabatic,7,0,0.8,0.4,0.9,0.7,0.1,0.7,0.6,0.4,0.6,0,0.8,3600,0.5,0.3,0.8,0.15,5,0,0.95,0.9,accool-gasheat,0.4,AirChanges/Hour,0,11,45,NoSun,0.001,4.5,40,8,0,SunExposed,MF_2bedroom_affordable,stoveelectric,1400,0,12IN Concrete HW,1.5,SunExposed,13.4651556,3.749426535
