WindowGainTransformed,HDDAirToHeatTransformed,HeatLossThroughDoorsWindowsWallsRoofFloorTransformed,WindowGainNTransformed,WindowGainSTransformed,WindowGainETransformed,WindowGainWTransformed,LightingWattHoursTransformed,OccupancyHoursTransformed,PlugLoadWattHoursTransformed,RefrigeratorWattHoursTransformed,DishwasherWattHoursTransformed,ClotheswasherWattHoursTransformed,DryerWattHoursTransformed,StoveWattsHoursTransformed,Location_HDD,Location_Humidity,Location_Solar,RoofInsulationRTransformed,FloorInsulationRTransformed,ExposedAreaNTransformed,ExposedAreaSTransformed,ExposedAreaETransformed,ExposedAreaWTransformed,WallInsulationRTransformed,WindowAreaNTransformed,WindowAreaSTransformed,WindowAreaETransformed,WindowAreaWTransformed,DoorAreaNTransformed,DoorAreaSTransformed,DoorAreaETransformed,DoorAreaWTransformed,ExteriorDoorInsulationRTransformed,GlazingUTransformed,GlazingSHGCNorthTransformed,GlazingSHGCSouthTransformed,GlazingSHGCEastTransformed,GlaszingSHGCWestTransformed,VolumeTransformed,NorthWallSunExposureTransformed,SouthWallSunExposureTransformed,EastWallSunExposureTransformed,WestWallSunExposureTransformed,LightingHours,OccupancyHours,PlugLoadHours,DishwasherHours,ClotheswasherHours,StoveHours,DHWhours,NumberOfPeople,Gas,Name,CeilingBoundaryCondition,ClothesWasherWatts,DHWEff,DHWPeakFlow,DHWtype,DimX,DimZ,DishwasherWatts,DryerWatts,EastWallSunExposure,ExhaustFanEfficiency,ExhaustFanFlowRate,ExteriorDoorInsulationR,FloorBoundaryCondition,FloorInsulationR,FractionExE,FractionExN,FractionExS,FractionExW,FractionOpE,FractionOpN,FractionOpS,FractionOpW,FractionWinE,FractionWinN,FractionWinS,FractionWinW,GasStoveWatts,GlazingSHGCEast,GlazingSHGCNorth,GlazingSHGCSouth,GlazingSHGCWest,GlazingU,HeatingCOP,HeatingEff,HVACFanEfficiency,HVACtype,InfiltrationACH,InfiltrationCalcMethod,InfiltrationPerFloorArea,LightingWatts,NorthAxis,NorthWallSunExposure,OAflowperM2,PlugWattsPerM2,RefrigeratorWatts,RoofInsulationR,RoofMembraneSolarAbs,SouthWallSunExposure,SpaceType,StoveType,StoveWatts,VerticalOrigin,WallInsideLayer,WallInsulationR,WestWallSunExposure,Scored Labels,DeltaPercent
930.72,725625,212008.275,0,0,930.72,0,3182343.75,16152.5,675021.875,2452800,62550,78000,780000,0.404,774,73.1,3878,1000,1000,40,30,20,0,1,28.8,12,1.6,0,7.2,12,0.4,0,1.4,4,0.5,0.3,0.15,0,625,0,0,1,0,2263,6461,803,417,156,256,165.3,2.5,47.747073,USA_TX_Houston-Bush.Intercontinental.AP.722430_TMY3,Adiabatic,500,1,0.000101,Electricity,12.5,4,150,5000,SunExposed,0,0,1.4,Adiabatic,3,0.4,0.8,0.6,0,0.1,0.9,0.8,0,0.8,0.8,0.5,0.1,4000,0.15,0.5,0.3,0.1,4,0,1,0.7,accool-gasheat,1.5,AirChanges/Hour,0,9,45,NoSun,0.0001,5.38,280,0.1,0.4,NoSun,MF_1bedroom_affordable,stovegas,1400,0,8IN Concrete HW,1,NoSun,48.47774124,1.530289074
68320.665,1220501.25,643337.276,68320.665,0,0,0,1189489.375,16152.5,908309.435,2102400,41700,46800,780000,165300,774,73.1,3878,1000,9,65.25,65.25,58,50.75,6,58.725,31.32,16.24,10.6575,6.525,20.88,6.96,24.8675,0.1,1.5,0.3,0.4,0.15,0.8,1051.25,1,0,0,0,2263,6461,803,417,156,256,165.3,2.5,105.90004,USA_TX_Houston-Bush.Intercontinental.AP.722430_TMY3,Adiabatic,300,0.8,0.000101,Gas,14.5,5,100,5000,NoSun,0,0,0.1,Outdoors,9,0.8,0.9,0.9,0.7,0.4,1,0.8,0.7,0.7,0.9,0.6,0.3,3800,0.15,0.3,0.4,0.8,1.5,0,1,0.6,accool-gasheat,1.5,AirChanges/Hour,0,2.5,0,SunExposed,0.0001,5.38,240,1,0.6,NoSun,MF_1bedroom_affordable,stoveelectric,1000,26,12IN Concrete HW,6,NoSun,105.1046677,0.751059524
25840.836,309925,815740.31,0,25840.836,0,0,126077,11169,346396.68,1051200,83400,93600,546000,126200,1265,64,4883,0.1,1000,8.75,10.5,10.5,5.25,8,0,7.56,0.63,3.78,7,0.84,1.47,0.945,0.1,4,0,0.7,0.8,0.3,122.5,1,1,0,0,2573,7446,1314,417,156,256,126.2,1.5,31.34090349,USA_TX_Dallas-Fort.Worth.Intl.AP.722590_TMY3,Outdoors,600,0.75,0.000101,Electricity,7,2.5,200,3500,NoSun,0,0,0.1,Adiabatic,0.5,0.6,0.5,0.6,0.3,0.2,0.8,0.8,0.9,0.3,0,0.9,0.8,3600,0.8,0.15,0.7,0.3,4,0,0.95,0.9,accool-gasheat,2,AirChanges/Hour,0,1,30,SunExposed,0.001,5.38,120,0.1,0.1,SunExposed,MF_1bedroom_senior,stoveelectric,1000,52,12IN Concrete HW,8,NoSun,30.16884613,3.739705094
25589.52,142312.5,474318.075,0,25589.52,0,0,179718.75,29020,243007.875,2803200,146000,83600,1045000,461700,506,76.7,3949,1000,8,26.25,30,7.5,0,0.1,18.9,16.2,3.6,0,2.1,10.8,0.9,0,0.1,4,0.1,0.4,0.6,0,281.25,0,1,0,0,1278,5804,803,730,209,365,256.5,5,17.424289,USA_TX_Corpus.Christi.Intl.AP.722510_TMY3,Adiabatic,400,0.95,9.10E-05,Gas,7.5,5,200,5000,NoSun,0,0,0.1,Outdoors,8,0.2,0.7,0.8,0,0.6,0.8,0.9,0.6,0.8,0.9,0.6,0.6,3000,0.6,0.1,0.4,0.6,4,0,0.95,0.9,accool-gasheat,1,AirChanges/Hour,0,2.5,30,NoSun,0.0002,5.38,320,10,0.8,SunExposed,MF_4bedroom,stoveelectric,1800,26,8IN Concrete HW,0.1,NoSun,18.41985321,5.713657587
29351.20725,663187.5,719563.35,0,0,29126.466,224.74125,431325,17412,813037.5,350400,182500,41800,940500,195700,1310,41,6659,1000,1.5,0,60.75,60.75,6.75,4,0,18.225,29.16,0.3375,0,12.15,19.44,0.3375,0.1,1,0,0.15,0.15,0.1,1012.5,1,0,1,1,1278,5804,803,730,209,365,195.7,3,72.797039,USA_TX_El.Paso.Intl.AP.722700_TMY3,Adiabatic,200,0.7,4.10E-05,Gas,15,4.5,250,4500,SunExposed,0,0,0.1,Outdoors,1.5,0.9,0,0.9,0.1,0.8,0,0.5,0.1,0.6,0,0.6,0.5,3800,0.15,0.3,0.15,0.1,1,0,0.8,0.9,accool-gasheat,0.5,AirChanges/Hour,0,1.5,60,SunExposed,0.0006,4.5,40,2,1,NoSun,MF_2bedroom,stoveelectric,1000,26,12IN Concrete HW,4,SunExposed,74.90313721,2.893109714
0,108437.5,75233.9375,0,0,0,0,199687.5,17412,675021.875,1051200,182500,125400,1045000,273980,694,70.9,4366,1000,1000,3.125,0,12.5,18.75,4,2.5,0,2.5,13.5,0.625,0,10,3.375,2,5,0.15,0,0.8,0.7,390.625,0,0,0,0,1278,5804,803,730,209,365,195.7,3,14.760935,USA_TX_Austin-Mueller.Muni.AP.722540_TMY3,Adiabatic,600,0.95,9.10E-05,Gas,12.5,2.5,250,5000,NoSun,0,0,2,Adiabatic,2,0.4,0.1,0,0.6,1,1,0.6,0.9,0.2,0.8,0.4,0.8,4000,0.8,0.15,0.5,0.7,5,0,0.95,0.4,accool-gasheat,0.4,AirChanges/Hour,0,1,0,NoSun,0.0006,5.38,120,9,0.3,NoSun,MF_2bedroom,stoveelectric,1400,10,12IN Concrete HW,4,NoSun,15.0944519,2.259456493
16684.7904,1101710,2882703.361,0,0,9269.328,7415.4624,1352433.125,16753.5,1243208.25,1401600,146000,62700,522500,0.1476,1310,41,6659,0.1,1000,5.8,0,23.2,17.4,6,0,0,13.92,2.784,1.74,0,0,4.176,0.9,5,0,0,0.1,0.4,841,1,1,1,1,2573,7446,1314,730,209,365,156.6,2.25,157.648078,USA_TX_El.Paso.Intl.AP.722700_TMY3,Outdoors,300,0.9,4.10E-05,Electricity,14.5,4,200,2500,SunExposed,0,0,0.9,Adiabatic,5,0.4,0.1,0,0.3,0.6,0.3,0,0.4,1,0,1,0.4,4000,0.1,0.6,0.7,0.4,5,0,0.8,0.4,accool-gasheat,1,AirChanges/Hour,0,2.5,89,SunExposed,0.0003,4.5,160,0.1,0.1,SunExposed,MF_2bedroom_senior,stovegas,1200,10,G01a 19mm gypsum board,6,SunExposed,159.8000183,1.365027939
29931.096,271752,100494.6113,22274.304,6496.672,1160.12,0,286835.25,16152.5,152670.375,700800,104250,46800,312000,0.15616,804,67.3,4462,7,1000,26,18.2,13,7.8,1.5,12.48,1.82,0.65,2.184,8.32,1.82,5.85,0.936,0.7,3,0.4,0.8,0.4,0.5,169,1,1,1,0,2263,6461,803,417,156,256,165.3,2.5,18.166424,USA_TX_San.Antonio.Intl.AP.722530_TMY3,Outdoors,300,0.8,6.10E-05,Electricity,6.5,4,250,2000,SunExposed,0,0,0.7,Adiabatic,2,0.5,1,0.7,0.3,0.5,0.8,0.2,0.4,0.1,0.6,0.5,0.7,3200,0.4,0.4,0.8,0.5,3,0,0.95,0.5,accool-gasheat,2,AirChanges/Hour,0,3,15,SunExposed,0.0008,4.5,80,7,0.4,SunExposed,MF_1bedroom_affordable,stovegas,2000,0,12IN Concrete HW,1.5,NoSun,19.00508308,4.616533689
2121.876,281070,140269.0989,0,0,2121.876,0,6598908,51688,1170774,2102400,73000,125400,1045000,0.1911,694,70.9,4366,1000,4,45,31.5,27,4.5,1.5,0,2.205,2.43,1.215,31.5,0.945,0.27,2.835,1.4,4,0,0.4,0.2,0.3,810,1,0,1,0,2263,6461,803,730,209,365,256.5,8,33.7298,USA_TX_Austin-Mueller.Muni.AP.722540_TMY3,Adiabatic,600,0.7,9.10E-05,Gas,18,2.5,100,5000,SunExposed,0,0,1.4,Outdoors,4,0.6,1,0.7,0.1,0.1,0.7,0.1,0.9,0.9,0,0.7,0.3,3000,0.2,0.7,0.4,0.3,4,0,0.7,0.9,accool-gasheat,0.5,AirChanges/Hour,0,9,75,SunExposed,0.001,4.5,240,9,0.4,NoSun,MF_4bedroom_affordable,stovegas,1400,52,G01a 19mm gypsum board,1.5,NoSun,34.80191803,3.178548434
0,283746,356538.5829,0,0,0,0,922716,29020,1559570.54,2452800,255500,83600,627000,410400,1310,41,6659,4,5,5.7,11.4,51.3,5.7,1,0.399,4.104,3.078,0.855,0.171,2.736,12.312,0.855,0.7,1.5,0.3,0.2,0.2,0.3,1083,0,0,0,0,1278,5804,803,730,209,365,256.5,5,44.224651,USA_TX_El.Paso.Intl.AP.722700_TMY3,Outdoors,400,0.8,9.10E-05,Electricity,19,3,350,3000,NoSun,0,0,0.7,Outdoors,5,0.9,0.1,0.2,0.1,0.3,0.1,0.6,0.3,0.2,0.7,0.6,0.5,3000,0.2,0.3,0.2,0.3,1.5,4.5,0.9,0.4,accool-gasheat,0.2,AirChanges/Hour,0,2,15,NoSun,0.0008,5.38,280,4,0.4,NoSun,MF_4bedroom,stoveelectric,1600,0,12IN Concrete HW,1,NoSun,40.58005905,8.241086964
1819.6992,81972,504093.392,0,0,0,1819.6992,458257.5,51688,292693.5,1051200,292000,41800,1045000,0.17385,506,76.7,3949,1,0.1,28.8,3.6,28.8,14.4,9,0,0,20.736,1.152,0,1.44,5.184,1.728,0.9,4,0,0,0.6,0.4,324,1,0,0,1,2263,6461,803,730,209,365,256.5,8,19.274236,USA_TX_Corpus.Christi.Intl.AP.722510_TMY3,Outdoors,200,0.95,6.10E-05,Electricity,9,4,400,5000,NoSun,0,0,0.9,Outdoors,0.1,0.8,0.8,0.1,0.4,0.9,0,0.4,0.2,0.8,0.9,0,0.4,3000,0.6,0.7,0.5,0.4,4,0,1,0.9,accool-gasheat,0.5,AirChanges/Hour,0,2.5,60,SunExposed,0.001,4.5,120,1,0.5,NoSun,MF_4bedroom_affordable,stovegas,1600,26,12IN Concrete HW,9,SunExposed,19.27922821,0.025900951
43908.7572,136197.6,222430.3903,0,43290.324,618.4332,0,684557.5,38766,631559.5,2452800,73000,104500,940500,461700,804,67.3,4462,7,8,30.8,34.65,7.7,0,0.5,0,13.86,0.462,0,27.72,20.79,4.158,0,2,5,0,0.7,0.3,0,423.5,0,1,1,0,2263,6461,803,730,209,365,256.5,6,15.334935,USA_TX_San.Antonio.Intl.AP.722530_TMY3,Outdoors,500,0.75,0.000121,Gas,11,3.5,100,4500,SunExposed,0,0,2,Outdoors,8,0.2,0.8,0.9,0,0.6,0.9,1,0.6,0.1,0,0.4,0.9,3400,0.3,0.15,0.7,0.2,5,0,1,0.95,accool-gasheat,0.4,AirChanges/Hour,0,2.5,15,NoSun,0.0008,6.5,280,7,0.4,SunExposed,MF_3bedroom_affordable,stoveelectric,1800,26,G01a 19mm gypsum board,0.5,NoSun,14.22080612,7.265298993
0,90450,11261.025,0,0,0,0,381881.25,51688,243007.875,2803200,73000,62700,836000,0.22725,804,67.3,4462,1000,7,0,7.5,0,15,5,0,0,0,0.15,0,0,0,1.35,1.4,3,0,0,0,0.1,281.25,0,1,1,0,2263,6461,803,730,209,365,256.5,8,4.7304,USA_TX_San.Antonio.Intl.AP.722530_TMY3,Adiabatic,300,0.75,0.000101,Electricity,7.5,5,100,4000,SunExposed,0,0,1.4,Outdoors,7,0,0,0.2,0.4,0.1,0.1,0,0.1,0.7,0.9,1,0.1,3000,0.8,0.7,0.3,0.1,3,3.2,0.95,0.6,accool-gasheat,0.4,AirChanges/Hour,0,3,0,NoSun,0.0004,5.38,320,1,0.5,SunExposed,MF_4bedroom_affordable,stovegas,1000,10,12IN Concrete HW,5,NoSun,3.919372082,17.14501772
12419.44704,14281.344,681043.2922,0,2388.3552,0,10031.09184,496773.76,38766,163683.52,2803200,255500,125400,1045000,513000,506,76.7,3949,8,1000,25.2,15.12,40.32,35.28,0.1,0,3.024,16.9344,8.4672,15.12,4.536,11.2896,5.6448,0.9,5,0,0.2,0.1,0.3,282.24,0,1,0,1,2263,6461,803,730,209,365,256.5,6,18.198218,USA_TX_Corpus.Christi.Intl.AP.722510_TMY3,Outdoors,600,0.85,6.10E-05,Gas,5.6,9,350,5000,NoSun,0,0,0.9,Adiabatic,1.5,0.8,0.5,0.3,0.7,0.7,0.6,0.5,0.4,0.6,0,0.4,0.6,3400,0.1,0.5,0.2,0.3,5,0,0.8,0.5,accool-gasheat,0.1,AirChanges/Hour,0,7,75,NoSun,0.0004,6.5,320,8,1,SunExposed,MF_3bedroom_affordable,stoveelectric,2000,10,G01a 19mm gypsum board,0.1,SunExposed,21.85872078,20.1146221
0,445824,1165254.511,0,0,0,0,8562944,16753.5,1513728,1752000,219000,83600,940500,250560,774,73.1,3878,6,1000,0,72,50.4,21.6,0.1,0,4.32,0,0,0,10.08,0,17.28,1.7,1.5,0,0.7,0,0,1152,0,0,1,1,2573,7446,1314,730,209,365,156.6,2.25,28.416111,USA_TX_Houston-Bush.Intercontinental.AP.722430_TMY3,Outdoors,400,0.75,8.10E-05,Electricity,16,4.5,300,4500,SunExposed,0,0,1.7,Adiabatic,6,0.7,0,1,0.3,0,0.1,0.2,0.8,0.1,0,0.3,0,3400,0.8,0.15,0.7,0.8,1.5,0,1,0.95,accool-gasheat,0.5,AirChanges/Hour,0,13,30,NoSun,0.0004,4.5,200,6,1,NoSun,MF_2bedroom_senior,stoveelectric,1600,10,8IN Concrete HW,0.1,SunExposed,27.487854,3.266657412
5647.8576,224439.6,97932.96178,0,5647.8576,0,0,6556004,16753.5,1158948,1752000,182500,62700,940500,313200,694,70.9,4366,1000,1000,38.5,53.9,61.6,23.1,9,0.385,6.468,0.616,9.24,3.465,9.702,5.544,0,0.9,6,0.2,0.2,0.4,0.1,1078,0,1,0,0,2573,7446,1314,730,209,365,156.6,2.25,14.836252,USA_TX_Austin-Mueller.Muni.AP.722540_TMY3,Adiabatic,300,0.7,0.000121,Gas,14,5.5,250,4500,NoSun,0,0,0.9,Adiabatic,4,0.8,0.5,0.7,0.3,0.1,0.1,0.3,0.4,0.1,0.1,0.4,1,3600,0.4,0.2,0.2,0.1,6,0,0.9,0.4,accool-gasheat,0.3,AirChanges/Hour,0,13,60,NoSun,0.0003,4.5,200,5,1,SunExposed,MF_2bedroom_senior,stoveelectric,2000,0,G01a 19mm gypsum board,9,NoSun,15.07825947,1.631190061
7660.1385,68380.2,49358.77782,7379.0325,0,281.106,0,458257.5,16152.5,349931.34,700800,145950,62400,624000,264480,804,67.3,4462,1000,1000,31.5,25.2,3.15,18.9,8,11.025,0,0.126,0,11.025,0,0.504,0,1.7,4,0.15,0,0.5,0,283.5,1,0,1,1,2263,6461,803,417,156,256,165.3,2.5,12.740529,USA_TX_San.Antonio.Intl.AP.722530_TMY3,Adiabatic,400,0.7,0.000111,Gas,9,3.5,350,4000,SunExposed,0,0,1.7,Adiabatic,8,0.1,1,0.8,0.6,0.2,0.7,0,0,0.2,0.5,0.3,0.2,3000,0.5,0.15,0.7,0.8,4,0,0.8,0.6,accool-gasheat,0.3,AirChanges/Hour,0,2.5,75,SunExposed,0.0003,5.38,80,7,0.5,NoSun,MF_1bedroom_affordable,stoveelectric,1600,10,8IN Concrete HW,8,SunExposed,12.7435751,0.02390871
4979.352,87075,38306.55,1628.76,3350.592,0,0,321625,11169,213525,700800,166800,31200,702000,0.21658,774,73.1,3878,6,1000,10.5,6,15,12,5,1.05,2.88,1.5,9.6,1.05,0.72,1.5,0,0.5,2,0.4,0.3,0.15,0.7,75,1,1,0,0,2573,7446,1314,417,156,256,126.2,1.5,14.802328,USA_TX_Houston-Bush.Intercontinental.AP.722430_TMY3,Outdoors,200,0.7,9.10E-05,Gas,5,3,400,4500,NoSun,0,0,0.5,Adiabatic,6,1,0.7,0.4,0.8,0.2,0.2,0.6,0.8,0.5,0.5,0.8,1,3400,0.15,0.4,0.3,0.7,2,0,0.8,0.8,accool-gasheat,1.5,AirChanges/Hour,0,5,30,SunExposed,0.0001,6.5,80,6,0.5,SunExposed,MF_1bedroom_senior,stovegas,1200,10,G01a 19mm gypsum board,5,NoSun,14.36843109,2.931274788
223632.5265,340731,1222968.84,0,48903.696,0,174728.8305,1308014,25844,1044301.5,1051200,146000,104500,627000,195700,1310,41,6659,1000,0.5,45.9,45.9,76.5,107.1,6,0,9.18,0,37.485,0,36.72,76.5,16.065,1.7,5,0,0.8,0,0.7,2601,1,1,1,1,2263,6461,803,730,209,365,195.7,4,60.21146,USA_TX_El.Paso.Intl.AP.722700_TMY3,Adiabatic,500,0.95,7.10E-05,Gas,17,9,200,3000,SunExposed,0,0,1.7,Outdoors,0.5,0.5,0.3,0.3,0.7,1,0,1,0.5,0,0.2,0.2,0.7,3400,0.7,0.3,0.8,0.7,5,0,0.8,0.5,accool-gasheat,0.1,AirChanges/Hour,0,2,15,SunExposed,0.0006,4.5,120,4,0.6,SunExposed,MF_2bedroom_affordable,stoveelectric,1000,26,12IN Concrete HW,6,SunExposed,57.88877487,3.8575466
11843.7165,114798.75,135338.2839,0,0,0,11843.7165,1369115,16152.5,437233.5,350400,41700,46800,702000,0.1632,1265,64,4883,5,10,22,0,11,5.5,8,15.84,0,6.6,3.465,3.96,0,4.4,1.485,0.7,2,0.3,0,0.2,0.7,302.5,0,1,0,1,2263,6461,803,417,156,256,165.3,2.5,20.439703,USA_TX_Dallas-Fort.Worth.Intl.AP.722590_TMY3,Outdoors,300,0.8,5.10E-05,Electricity,11,2.5,100,4500,NoSun,0,0,0.7,Outdoors,10,0.4,0.8,0,0.2,1,0.9,0.6,0.9,0.6,0.8,0.9,0.7,4000,0.2,0.3,0.2,0.7,2,0,0.7,0.8,accool-gasheat,0.3,AirChanges/Hour,0,5,45,NoSun,0.0004,4.5,40,5,0.6,SunExposed,MF_1bedroom_affordable,stovegas,1000,26,8IN Concrete HW,8,SunExposed,19.58244705,4.194072429
85081.392,469631.25,2974652.895,15469.344,0,26104.518,43507.53,1018350,51688,972031.5,700800,219000,125400,627000,256500,1265,64,4883,10,0.1,66,24.75,49.5,24.75,6,15.84,1.98,8.91,11.1375,10.56,0.495,0.99,11.1375,1.7,1,0.2,0.3,0.6,0.8,1237.5,1,0,1,1,2263,6461,803,730,209,365,256.5,8,31.28204091,USA_TX_Dallas-Fort.Worth.Intl.AP.722590_TMY3,Outdoors,600,0.85,4.10E-05,Electricity,15,5.5,300,3000,SunExposed,0,0,1.7,Ground,0.1,0.6,0.8,0.3,0.3,0.2,0.4,0.1,0.9,0.9,0.6,0.8,0.5,3200,0.6,0.2,0.3,0.8,1,0,0.8,0.7,accool-gasheat,0.3,AirChanges/Hour,0,2,15,SunExposed,0.0002,5.38,80,10,0.7,NoSun,MF_4bedroom_affordable,stoveelectric,1000,52,G01a 19mm gypsum board,6,SunExposed,34.09378052,8.988350918
9514.3872,22208,194576.086,9430.56,0,83.8272,0,415350,17412,90337.5,2452800,182500,62700,731500,0.30704,694,70.9,4366,1000,5,14.4,8,3.2,14.4,5,7.2,0.56,0.192,0,7.2,0.24,0.768,12.96,0.1,7,0.3,0.5,0.1,0,80,1,0,1,1,1278,5804,803,730,209,365,195.7,3,14.374296,USA_TX_Austin-Mueller.Muni.AP.722540_TMY3,Adiabatic,300,0.95,0.000101,Gas,5,3.2,250,3500,SunExposed,0,0,0.1,Outdoors,5,0.2,0.9,0.5,0.9,0.3,1,0.1,0.9,0.2,0.5,0.7,0,3200,0.1,0.3,0.5,0.5,7,0,0.9,0.3,accool-gasheat,0.4,AirChanges/Hour,0,13,30,SunExposed,0.0003,4.5,280,6,0.8,NoSun,MF_2bedroom,stovegas,1200,0,8IN Concrete HW,5,SunExposed,14.89196014,3.601318242
1855.2996,433356,98919.29133,0,0,0,1855.2996,156555,17412,255755.5,2803200,182500,41800,940500,391400,804,67.3,4462,1000,9,15.4,30.8,26.95,15.4,1,2.464,0.924,0.539,2.772,0.616,2.156,4.851,1.848,0.5,1.5,0.4,0.1,0.4,0.15,269.5,0,0,0,1,1278,5804,803,730,209,365,195.7,3,26.67328241,USA_TX_San.Antonio.Intl.AP.722530_TMY3,Adiabatic,200,0.8,0.000123,Electricity,7,5.5,250,4500,NoSun,0,0,0.5,Outdoors,9,0.7,0.4,0.8,0.4,0.2,0.2,0.1,0.3,0.1,0.8,0.3,0.6,3600,0.4,0.4,0.1,0.15,1.5,0,0.95,0.9,accool-gasheat,2,AirChanges/Hour,0,2.5,45,NoSun,0.0008,6.5,320,9,0.9,NoSun,MF_2bedroom,stoveelectric,2000,52,8IN Concrete HW,1,SunExposed,27.18389893,1.914336999
6227.41504,195923.2,26411.7832,6227.41504,0,0,0,821469,51688,631559.5,1051200,292000,83600,940500,0.22032,506,76.7,3949,1000,1000,24.64,17.6,0,10.56,1.5,1.9712,0,0,0,0.4928,0,0,0,0.1,6,0.8,0,0,0,387.2,1,0,0,0,2263,6461,803,730,209,365,256.5,8,8.920445,USA_TX_Corpus.Christi.Intl.AP.722510_TMY3,Adiabatic,400,0.85,8.10E-05,Electricity,11,3.2,400,4500,NoSun,0,0,0.1,Adiabatic,9,0,0.7,0.5,0.3,0.2,0.1,0,0,0.2,0.8,0.3,0.1,3200,0.8,0.8,0.15,0.5,6,0,1,0.8,accool-gasheat,1,AirChanges/Hour,0,3,30,SunExposed,0.0001,6.5,120,3,0.6,NoSun,MF_4bedroom_affordable,stovegas,1000,10,8IN Concrete HW,1.5,NoSun,7.944665432,10.93868712
0,217958.4,243717.12,0,0,0,0,490752,11608,1105955.84,1401600,83400,78000,780000,0.39852,774,73.1,3878,4,1000,26.4,61.6,44,0,5,14.784,49.28,0,0,3.696,12.32,0,0,0.5,3,0.2,0.2,0,0,1408,0,0,1,1,1278,5804,803,417,156,256,134.9,2,44.697094,USA_TX_Houston-Bush.Intercontinental.AP.722430_TMY3,Outdoors,500,0.9,0.000123,Electricity,16,5.5,200,5000,SunExposed,0,0,0.5,Adiabatic,8,0.5,0.3,0.7,0,0,0.7,1,0.2,1,0.8,0.8,0.5,3600,0.3,0.2,0.2,0.8,3,0,0.95,0.95,accool-gasheat,0.2,AirChanges/Hour,0,1.5,60,NoSun,0.001,5.38,160,4,0.4,NoSun,MF_1bedroom,stovegas,2000,26,12IN Concrete HW,5,SunExposed,41.62104034,6.88199921
34232.5872,509328,255135.6,0,0,4027.3632,30205.224,2070360,17412,1399725.36,1051200,292000,83600,940500,0.153,1310,41,6659,10,4,14.4,43.2,7.2,36,5,0,0,2.016,15.12,8.64,0,0.864,10.08,2,3,0,0,0.3,0.3,1296,1,1,1,1,1278,5804,803,730,209,365,195.7,3,42.232541,USA_TX_El.Paso.Intl.AP.722700_TMY3,Outdoors,400,0.75,5.10E-05,Electricity,18,4,400,4500,SunExposed,0,0,2,Outdoors,4,0.1,0.2,0.6,0.5,0.4,0.6,0,0.7,0.7,0,0.5,0.6,4000,0.3,0.7,0.15,0.3,3,0,0.95,0.9,accool-gasheat,0.3,AirChanges/Hour,0,5,45,SunExposed,0.0006,5.38,120,10,0.7,SunExposed,MF_2bedroom,stovegas,1400,10,G01a 19mm gypsum board,5,SunExposed,39.76964951,5.831738835
